,Date,Traffic_volume
252,2016-07-05,108462
253,2016-07-06,98000
254,2016-07-07,91565
255,2016-07-08,80076
256,2016-07-09,54908
257,2016-07-10,75511
258,2016-07-11,77723
259,2016-07-12,81237
260,2016-07-13,80937
261,2016-07-14,83446
262,2016-07-15,83493
263,2016-07-16,65154
264,2016-07-17,57320
265,2016-07-18,77057
266,2016-07-19,78264
267,2016-07-20,81339
268,2016-07-21,99028
269,2016-07-22,81568
270,2016-07-23,6753
271,2016-07-24,22284
272,2016-07-25,78885
273,2016-07-26,80268
274,2016-07-27,132660
275,2016-07-28,82096
276,2016-07-29,76696
277,2016-07-30,53403
278,2016-07-31,51310
279,2016-08-01,78929
280,2016-08-02,83646
281,2016-08-03,95792
282,2016-08-04,83903
283,2016-08-05,86389
284,2016-08-06,75179
285,2016-08-07,67893
286,2016-08-08,79902
287,2016-08-09,82965
288,2016-08-10,80712
289,2016-08-11,85267
290,2016-08-12,82437
291,2016-08-13,63649
292,2016-08-14,58705
293,2016-08-15,78747
294,2016-08-16,79830
295,2016-08-17,82589
296,2016-08-18,82139
297,2016-08-19,85417
298,2016-08-20,84552
299,2016-08-21,59222
300,2016-08-22,81092
301,2016-08-23,97992
302,2016-08-24,93008
303,2016-08-25,86688
304,2016-08-26,90235
305,2016-08-27,120605
306,2016-08-28,98860
307,2016-08-29,97806
308,2016-08-30,86617
309,2016-08-31,90752
310,2016-09-01,68567
311,2016-09-02,83832
312,2016-09-03,62921
313,2016-09-04,64197
314,2016-09-05,74734
315,2016-09-06,145520
316,2016-09-07,119391
317,2016-09-08,82922
318,2016-09-09,92087
319,2016-09-10,76027
320,2016-09-11,64885
321,2016-09-12,87562
322,2016-09-13,86805
323,2016-09-14,83634
324,2016-09-15,109712
325,2016-09-16,83749
326,2016-09-17,71282
327,2016-09-18,57585
328,2016-09-19,79612
329,2016-09-20,78677
330,2016-09-21,85670
331,2016-09-22,81702
332,2016-09-23,81659
333,2016-09-24,70968
334,2016-09-25,60170
335,2016-09-26,79103
336,2016-09-27,78247
337,2016-09-28,81510
338,2016-09-29,86659
339,2016-09-30,84969
340,2016-10-01,68254
341,2016-10-02,59810
342,2016-10-03,78844
343,2016-10-04,83054
344,2016-10-05,83459
345,2016-10-06,81872
346,2016-10-07,84246
347,2016-10-08,75288
348,2016-10-09,59740
349,2016-10-10,74469
350,2016-10-11,81784
351,2016-10-12,79022
352,2016-10-13,84043
353,2016-10-14,82427
354,2016-10-15,56228
355,2016-10-16,56378
356,2016-10-17,79954
357,2016-10-18,83107
358,2016-10-19,74712
359,2016-10-20,69895
360,2016-10-21,81187
361,2016-10-22,61191
362,2016-10-23,60814
363,2016-10-24,77637
364,2016-10-25,79044
365,2016-10-26,79207
366,2016-10-27,84421
367,2016-10-28,85816
368,2016-10-29,66605
369,2016-10-30,52869
370,2016-10-31,77403
371,2016-11-01,83787
372,2016-11-02,82068
373,2016-11-03,93029
374,2016-11-04,95778
375,2016-11-05,66800
376,2016-11-06,53121
377,2016-11-07,78260
378,2016-11-08,79389
379,2016-11-09,88608
380,2016-11-10,82784
381,2016-11-11,82612
382,2016-11-12,63519
383,2016-11-13,50791
384,2016-11-14,78636
385,2016-11-15,107188
386,2016-11-16,81564
387,2016-11-17,86824
388,2016-11-18,204565
389,2016-11-19,65048
390,2016-11-20,53556
391,2016-11-21,78376
392,2016-11-22,170238
393,2016-11-23,156818
394,2016-11-24,93206
395,2016-11-25,60339
396,2016-11-26,73574
397,2016-11-27,110796
398,2016-11-28,149725
399,2016-11-29,111928
400,2016-11-30,190638
401,2016-12-01,93542
402,2016-12-02,92591
403,2016-12-03,76077
404,2016-12-04,86699
405,2016-12-05,113072
406,2016-12-06,86745
407,2016-12-07,101791
408,2016-12-08,96615
409,2016-12-09,108442
410,2016-12-10,89149
411,2016-12-11,99053
412,2016-12-12,135165
413,2016-12-13,87343
414,2016-12-14,116050
415,2016-12-15,87303
416,2016-12-16,104632
417,2016-12-17,67869
418,2016-12-18,44814
419,2016-12-19,83820
420,2016-12-20,88534
421,2016-12-21,85402
422,2016-12-22,84920
423,2016-12-23,151497
424,2016-12-24,85765
425,2016-12-25,91433
426,2016-12-26,59322
427,2016-12-27,75618
428,2016-12-28,81022
429,2016-12-29,82366
430,2016-12-30,81734
431,2016-12-31,64473
432,2017-01-01,51063
433,2017-01-02,99808
434,2017-01-03,82929
435,2017-01-04,85131
436,2017-01-05,89926
437,2017-01-06,86597
438,2017-01-07,65994
439,2017-01-08,55603
440,2017-01-09,113882
441,2017-01-10,113940
442,2017-01-11,91208
443,2017-01-12,96795
444,2017-01-13,87355
445,2017-01-14,66050
446,2017-01-15,59184
447,2017-01-16,111604
448,2017-01-17,149004
449,2017-01-18,118851
450,2017-01-19,146960
451,2017-01-20,191471
452,2017-01-21,184582
453,2017-01-22,76447
454,2017-01-23,152005
455,2017-01-24,83902
456,2017-01-25,102384
457,2017-01-26,90924
458,2017-01-27,91525
459,2017-01-28,72645
460,2017-01-29,58191
461,2017-01-30,118786
462,2017-01-31,105133
463,2017-02-01,86747
464,2017-02-02,87064
465,2017-02-03,92496
466,2017-02-04,72726
467,2017-02-05,58130
468,2017-02-06,82586
469,2017-02-07,129796
470,2017-02-08,90967
471,2017-02-09,88847
472,2017-02-10,85539
473,2017-02-11,76664
474,2017-02-12,65121
475,2017-02-13,57793
476,2017-02-14,89002
477,2017-02-15,88218
478,2017-02-16,91959
479,2017-02-17,92271
480,2017-02-18,73680
481,2017-02-19,62846
482,2017-02-20,74482
483,2017-02-21,86364
484,2017-02-22,138713
485,2017-02-23,93391
486,2017-02-24,93963
487,2017-02-25,72214
488,2017-02-26,61533
489,2017-02-27,88063
490,2017-02-28,136459
491,2017-03-01,104530
492,2017-03-02,91641
493,2017-03-03,99628
494,2017-03-04,71544
495,2017-03-05,63844
496,2017-03-06,118414
497,2017-03-07,90211
498,2017-03-08,91566
499,2017-03-09,95650
500,2017-03-10,96325
501,2017-03-11,79052
502,2017-03-12,78716
503,2017-03-13,82025
504,2017-03-14,85843
505,2017-03-15,84046
506,2017-03-16,115720
507,2017-03-17,97433
508,2017-03-18,74675
509,2017-03-19,62760
510,2017-03-20,83702
511,2017-03-21,85788
512,2017-03-22,88951
513,2017-03-23,156813
514,2017-03-24,150122
515,2017-03-25,81646
516,2017-03-26,109375
517,2017-03-27,119333
518,2017-03-28,97434
519,2017-03-29,101397
520,2017-03-30,100929
521,2017-03-31,94803
522,2017-04-01,74989
523,2017-04-02,80469
524,2017-04-03,201214
525,2017-04-04,91438
526,2017-04-05,89737
527,2017-04-06,92160
528,2017-04-07,88187
529,2017-04-08,69220
530,2017-04-09,79274
531,2017-04-10,145712
532,2017-04-11,93430
533,2017-04-12,127257
534,2017-04-13,100184
535,2017-04-14,158449
536,2017-04-15,128128
537,2017-04-16,62346
538,2017-04-17,88022
539,2017-04-18,116719
540,2017-04-19,141551
541,2017-04-20,155691
542,2017-04-21,108673
543,2017-04-22,78104
544,2017-04-23,62583
545,2017-04-24,90313
546,2017-04-25,138165
547,2017-04-26,193180
548,2017-04-27,118444
549,2017-04-28,97100
550,2017-04-29,76105
551,2017-04-30,88061
552,2017-05-01,248731
553,2017-05-02,101603
554,2017-05-03,90227
555,2017-05-04,92877
556,2017-05-05,94072
557,2017-05-06,76976
558,2017-05-07,65525
559,2017-05-08,99502
560,2017-05-09,90130
561,2017-05-10,99942
562,2017-05-11,93906
563,2017-05-12,96014
564,2017-05-13,73821
565,2017-05-14,67090
566,2017-05-15,114275
567,2017-05-16,150968
568,2017-05-17,198500
569,2017-05-18,141080
570,2017-05-19,90502
571,2017-05-20,143693
572,2017-05-21,136587
573,2017-05-22,86053
574,2017-05-23,96969
575,2017-05-24,90489
576,2017-05-25,98445
577,2017-05-26,86240
578,2017-05-27,60864
579,2017-05-28,67799
580,2017-05-29,59338
581,2017-05-30,91177
582,2017-05-31,89218
583,2017-06-01,90324
584,2017-06-02,91226
585,2017-06-03,70613
586,2017-06-04,72306
587,2017-06-05,86567
588,2017-06-06,86732
589,2017-06-07,95308
590,2017-06-08,92427
591,2017-06-09,90519
592,2017-06-10,70534
593,2017-06-11,98126
594,2017-06-12,128267
595,2017-06-13,88511
596,2017-06-14,97889
597,2017-06-15,91063
598,2017-06-16,88644
599,2017-06-17,75249
600,2017-06-18,70936
601,2017-06-19,84372
602,2017-06-20,98323
603,2017-06-21,95486
604,2017-06-22,149806
605,2017-06-23,94657
606,2017-06-24,88811
607,2017-06-25,75661
608,2017-06-26,83348
609,2017-06-27,86494
610,2017-06-28,179114
611,2017-06-29,90884
612,2017-06-30,123907
613,2017-07-01,68223
614,2017-07-02,52736
615,2017-07-03,69451
616,2017-07-04,51205
617,2017-07-05,88220
618,2017-07-06,102007
619,2017-07-07,92983
620,2017-07-08,68665
621,2017-07-09,66002
622,2017-07-10,76534
623,2017-07-11,97121
624,2017-07-12,89975
625,2017-07-13,100231
626,2017-07-14,92893
627,2017-07-15,67582
628,2017-07-16,64138
629,2017-07-17,90116
630,2017-07-18,106965
631,2017-07-19,154315
632,2017-07-20,124102
633,2017-07-21,109154
634,2017-07-22,70264
635,2017-07-23,62700
636,2017-07-24,90631
637,2017-07-25,132476
638,2017-07-26,151877
639,2017-07-27,93364
640,2017-07-28,98140
641,2017-07-29,69190
642,2017-07-30,66849
643,2017-07-31,85409
644,2017-08-01,88612
645,2017-08-02,89136
646,2017-08-03,194089
647,2017-08-04,90531
648,2017-08-05,77364
649,2017-08-06,85369
650,2017-08-07,115565
651,2017-08-08,91563
652,2017-08-09,164198
653,2017-08-10,109677
654,2017-08-11,113116
655,2017-08-12,72024
656,2017-08-13,76685
657,2017-08-14,107051
658,2017-08-15,134638
659,2017-08-16,134851
660,2017-08-17,165206
661,2017-08-18,142453
662,2017-08-19,89254
663,2017-08-20,66348
664,2017-08-21,137111
665,2017-08-22,90535
666,2017-08-23,91508
667,2017-08-24,96582
668,2017-08-25,122598
669,2017-08-26,159430
670,2017-08-27,75630
671,2017-08-28,89106
672,2017-08-29,116413
673,2017-08-30,93245
674,2017-08-31,97332
675,2017-09-01,114993
676,2017-09-02,74937
677,2017-09-03,66080
678,2017-09-04,70719
679,2017-09-05,87418
680,2017-09-06,89875
681,2017-09-07,94401
682,2017-09-08,93617
683,2017-09-09,68814
684,2017-09-10,57979
685,2017-09-11,88227
686,2017-09-12,128639
687,2017-09-13,89316
688,2017-09-14,93482
689,2017-09-15,101578
690,2017-09-16,91979
691,2017-09-17,61542
692,2017-09-18,124689
693,2017-09-19,94728
694,2017-09-20,92595
695,2017-09-21,78039
696,2017-09-22,115601
697,2017-09-23,80251
698,2017-09-24,66004
699,2017-09-25,138006
700,2017-09-26,132213
701,2017-09-27,88990
702,2017-09-28,91735
703,2017-09-29,101109
704,2017-09-30,84463
705,2017-10-01,74492
706,2017-10-02,144343
707,2017-10-03,115010
708,2017-10-04,88855
709,2017-10-05,107606
710,2017-10-06,201183
711,2017-10-07,123429
712,2017-10-08,61765
713,2017-10-09,83919
714,2017-10-10,96131
715,2017-10-11,90079
716,2017-10-12,103002
717,2017-10-13,97258
718,2017-10-14,127890
719,2017-10-15,73266
720,2017-10-16,87544
721,2017-10-17,89431
722,2017-10-18,91968
723,2017-10-19,90805
724,2017-10-20,92342
725,2017-10-21,105330
726,2017-10-22,65433
727,2017-10-23,86036
728,2017-10-24,91832
729,2017-10-25,89855
730,2017-10-26,130688
731,2017-10-27,223543
732,2017-10-28,76716
733,2017-10-29,75870
734,2017-10-30,114346
735,2017-10-31,90272
736,2017-11-01,154413
737,2017-11-02,113643
738,2017-11-03,124394
739,2017-11-04,119387
740,2017-11-05,66540
741,2017-11-06,83496
742,2017-11-07,87651
743,2017-11-08,87250
744,2017-11-09,91427
745,2017-11-10,88966
746,2017-11-11,73007
747,2017-11-12,64217
748,2017-11-13,93763
749,2017-11-14,166200
750,2017-11-15,95183
751,2017-11-16,93869
752,2017-11-17,214093
753,2017-11-18,75995
754,2017-11-19,60910
755,2017-11-20,87035
756,2017-11-21,89517
757,2017-11-22,87814
758,2017-11-23,49271
759,2017-11-24,75351
760,2017-11-25,66293
761,2017-11-26,62660
762,2017-11-27,84161
763,2017-11-28,87465
764,2017-11-29,91521
765,2017-11-30,92289
766,2017-12-01,96852
767,2017-12-02,80362
768,2017-12-03,60588
769,2017-12-04,212895
770,2017-12-05,75953
771,2017-12-06,117713
772,2017-12-07,86410
773,2017-12-08,96941
774,2017-12-09,75140
775,2017-12-10,59425
776,2017-12-11,107665
777,2017-12-12,87841
778,2017-12-13,95002
779,2017-12-14,98219
780,2017-12-15,105424
781,2017-12-16,95471
782,2017-12-17,118408
783,2017-12-18,89601
784,2017-12-19,88142
785,2017-12-20,103524
786,2017-12-21,88172
787,2017-12-22,83345
788,2017-12-23,58557
789,2017-12-24,60663
790,2017-12-25,48355
791,2017-12-26,65531
792,2017-12-27,78304
793,2017-12-28,139384
794,2017-12-29,97196
795,2017-12-30,59402
796,2017-12-31,51843
797,2018-01-01,41984
798,2018-01-02,94245
799,2018-01-03,82155
800,2018-01-04,84846
801,2018-01-05,86855
802,2018-01-06,63919
803,2018-01-07,53696
804,2018-01-08,81109
805,2018-01-09,87781
806,2018-01-10,161299
807,2018-01-11,121335
808,2018-01-12,82149
809,2018-01-13,63585
810,2018-01-14,96856
811,2018-01-15,114242
812,2018-01-16,89723
813,2018-01-17,80855
814,2018-01-18,86436
815,2018-01-19,89515
816,2018-01-20,77417
817,2018-01-21,56688
818,2018-01-22,97724
819,2018-01-23,62574
820,2018-01-24,85354
821,2018-01-25,162557
822,2018-01-26,93925
823,2018-01-27,76086
824,2018-01-28,66636
825,2018-01-29,84480
826,2018-01-30,86092
827,2018-01-31,97122
828,2018-02-01,88945
829,2018-02-02,92177
830,2018-02-03,113970
831,2018-02-04,56380
832,2018-02-05,93213
833,2018-02-06,84006
834,2018-02-07,102652
835,2018-02-08,100274
836,2018-02-09,90607
837,2018-02-10,75280
838,2018-02-11,61645
839,2018-02-12,82071
840,2018-02-13,89692
841,2018-02-14,96557
842,2018-02-15,91939
843,2018-02-16,89468
844,2018-02-17,76487
845,2018-02-18,57077
846,2018-02-19,109565
847,2018-02-20,109235
848,2018-02-21,86355
849,2018-02-22,98408
850,2018-02-23,101880
851,2018-02-24,129805
852,2018-02-25,55786
853,2018-02-26,82324
854,2018-02-27,127362
855,2018-02-28,88461
856,2018-03-01,90445
857,2018-03-02,101508
858,2018-03-03,73836
859,2018-03-04,77080
860,2018-03-05,105310
861,2018-03-06,103856
862,2018-03-07,89489
863,2018-03-08,92419
864,2018-03-09,105698
865,2018-03-10,76504
866,2018-03-11,81978
867,2018-03-12,85415
868,2018-03-13,88591
869,2018-03-14,88631
870,2018-03-15,89028
871,2018-03-16,91759
872,2018-03-17,77456
873,2018-03-18,61415
874,2018-03-19,86417
875,2018-03-20,177895
876,2018-03-21,100686
877,2018-03-22,92045
878,2018-03-23,94585
879,2018-03-24,72586
880,2018-03-25,61281
881,2018-03-26,141169
882,2018-03-27,107993
883,2018-03-28,99287
884,2018-03-29,93059
885,2018-03-30,94239
886,2018-03-31,74337
887,2018-04-01,58294
888,2018-04-02,113962
889,2018-04-03,157923
890,2018-04-04,83742
891,2018-04-05,98331
892,2018-04-06,101819
893,2018-04-07,76916
894,2018-04-08,81721
895,2018-04-09,110803
896,2018-04-10,88410
897,2018-04-11,100889
898,2018-04-12,93676
899,2018-04-13,169506
900,2018-04-14,82048
901,2018-04-15,68343
902,2018-04-16,78004
903,2018-04-17,90755
904,2018-04-18,108298
905,2018-04-19,93308
906,2018-04-20,95736
907,2018-04-21,77498
908,2018-04-22,64705
909,2018-04-23,87174
910,2018-04-24,89266
911,2018-04-25,89395
912,2018-04-26,93331
913,2018-04-27,96921
914,2018-04-28,77380
915,2018-04-29,63544
916,2018-04-30,100286
917,2018-05-01,88857
918,2018-05-02,94198
919,2018-05-03,93975
920,2018-05-04,95393
921,2018-05-05,81836
922,2018-05-06,59656
923,2018-05-07,85860
924,2018-05-08,114509
925,2018-05-09,130327
926,2018-05-10,93174
927,2018-05-11,111709
928,2018-05-12,75514
929,2018-05-13,58399
930,2018-05-14,117665
931,2018-05-15,99846
932,2018-05-16,91859
933,2018-05-17,92573
934,2018-05-18,96383
935,2018-05-19,73947
936,2018-05-20,55976
937,2018-05-21,95307
938,2018-05-22,97202
939,2018-05-23,96333
940,2018-05-24,103472
941,2018-05-25,106077
942,2018-05-26,61617
943,2018-05-27,57775
944,2018-05-28,63097
945,2018-05-29,122502
946,2018-05-30,129985
947,2018-05-31,144306
948,2018-06-01,94900
949,2018-06-02,124804
950,2018-06-03,64723
951,2018-06-04,87171
952,2018-06-05,90467
953,2018-06-06,112832
954,2018-06-07,96912
955,2018-06-08,121035
956,2018-06-09,139720
957,2018-06-10,54535
958,2018-06-11,101029
959,2018-06-12,89468
960,2018-06-13,89348
961,2018-06-14,91149
962,2018-06-15,101480
963,2018-06-16,106207
964,2018-06-17,82900
965,2018-06-18,139645
966,2018-06-19,215746
967,2018-06-20,95265
968,2018-06-21,98012
969,2018-06-22,93684
970,2018-06-23,80673
971,2018-06-24,74946
972,2018-06-25,95373
973,2018-06-26,120558
974,2018-06-27,90191
975,2018-06-28,98953
976,2018-06-29,90578
977,2018-06-30,68313
978,2018-07-01,89575
979,2018-07-02,81708
980,2018-07-03,105211
981,2018-07-04,61798
982,2018-07-05,78366
983,2018-07-06,79773
984,2018-07-07,64126
985,2018-07-08,61382
986,2018-07-09,87760
987,2018-07-10,91841
988,2018-07-11,88173
989,2018-07-12,118448
990,2018-07-13,154146
991,2018-07-14,80547
992,2018-07-15,61182
993,2018-07-16,83653
994,2018-07-17,86574
995,2018-07-18,89080
996,2018-07-19,138944
997,2018-07-20,156288
998,2018-07-21,71905
999,2018-07-22,63928
1000,2018-07-23,100277
1001,2018-07-24,87191
1002,2018-07-25,107522
1003,2018-07-26,100724
1004,2018-07-27,88640
1005,2018-07-28,66979
1006,2018-07-29,83062
1007,2018-07-30,88953
1008,2018-07-31,85180
1009,2018-08-01,112784
1010,2018-08-02,88355
1011,2018-08-03,113391
1012,2018-08-04,93493
1013,2018-08-05,65325
1014,2018-08-06,110479
1015,2018-08-07,103898
1016,2018-08-08,91730
1017,2018-08-09,111274
1018,2018-08-10,91443
1019,2018-08-11,74793
1020,2018-08-12,69637
1021,2018-08-13,83381
1022,2018-08-14,89523
1023,2018-08-15,86929
1024,2018-08-16,94864
1025,2018-08-17,94498
1026,2018-08-18,92156
1027,2018-08-19,66598
1028,2018-08-20,153150
1029,2018-08-21,87295
1030,2018-08-22,88694
1031,2018-08-23,91496
1032,2018-08-24,257191
1033,2018-08-25,120975
1034,2018-08-26,101732
1035,2018-08-27,95313
1036,2018-08-28,160934
1037,2018-08-29,110186
1038,2018-08-30,100680
1039,2018-08-31,113142
1040,2018-09-01,90462
1041,2018-09-02,74807
1042,2018-09-03,87250
1043,2018-09-04,221060
1044,2018-09-05,110251
1045,2018-09-06,100305
1046,2018-09-07,88762
1047,2018-09-08,67655
1048,2018-09-09,59336
1049,2018-09-10,84265
1050,2018-09-11,89320
1051,2018-09-12,100965
1052,2018-09-13,88342
1053,2018-09-14,90624
1054,2018-09-15,71793
1055,2018-09-16,59003
1056,2018-09-17,136064
1057,2018-09-18,156361
1058,2018-09-19,210923
1059,2018-09-20,231772
1060,2018-09-21,118621
1061,2018-09-22,74398
1062,2018-09-23,60741
1063,2018-09-24,87044
1064,2018-09-25,106840
1065,2018-09-26,88627
1066,2018-09-27,94434
1067,2018-09-28,92518
1068,2018-09-29,76242
1069,2018-09-30,68785
